2025.05.02 14:00:53 INFO  Started: Metals version 1.5.2 in folders 'C:\Users\Jia Gapuz\Desktop\cs420-1' for client Visual Studio Code 1.99.3.
2025.05.02 14:00:54 INFO  no build target found for C:\Users\Jia Gapuz\Desktop\cs420-1\Main.scala. Using presentation compiler with project's scala-library version: 3.3.5
2025.05.02 14:00:54 WARN  scala-cli >= 0.1.3 not found in PATH, fetching and starting a JVM-based Scala CLI
2025.05.02 14:00:57 WARN  no build target for: C:\Users\Jia Gapuz\Desktop\cs420-1\Main.scala
2025.05.02 14:00:57 INFO  no build target found for C:\Users\Jia Gapuz\Desktop\cs420-1\Main.scala. Using presentation compiler with project's scala-library version: 3.3.5
2025.05.02 14:00:59 INFO  no build target found for C:\Users\Jia Gapuz\Desktop\cs420-1\Main.scala. Using presentation compiler with project's scala-library version: 3.3.5
